ORG_COPPER_NAME,ORG_COPPER_ID,ORG_WEBSITE,STAGE,COPPER_LINK,STATUS
GD Medical Pharma b.v.,49252286,gdm-medical.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49252286,Lost
Bolidt Synthetic Products & Systems,44806596,bolidt.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44806596,Lost
Huub Paymans,40305668,enjoywomenswear.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/40305668,Abandoned
Fertiplant B.V.,54514719,shop.fertiplant.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54514719,Won
Xenteq B.V.,39025963,xenteq.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39025963,Won
Eleonora Meubelen b.v.,26501121,by-boo.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26501121,Open
Deltaxe BV,56332847,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56332847,Abandoned
VHP Security Paper B.V.,46431209,vhpsp.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46431209,Open
Any Lamp B.V.,52248638,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52248638,Abandoned
Pomax,39907246,pomax.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39907246,Open
Nutnose BV,32823618,nutnose.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/32823618,Abandoned
Ab Safety,57801155,ab-safety.eu,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57801155,Open
Fulfillment Bridge,54148868,fulfillmentbridge.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54148868,Open
VERMEULEN,56610591,vermeulen.be,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56610591,Won
Nemag B.V.,28741565,nemag.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28741565,Abandoned
BMTEC B.V.,48561339,bmtec.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48561339,Abandoned
FFT International B.V.,22250737,fftint.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22250737,Abandoned
Trust Dental,13231879,trust-dental.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13231879,Lost
Spiro production b.v.,38575014,spirotech.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38575014,Abandoned
KORAGE,40554589,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40554589,Lost
Shimano Benelux B.V.,47252304,bike.shimano.com/nl-NL/home.html,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/47252304,Abandoned
Ingrizo,52665479,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52665479,Open
BAS Parts,36556678,NULL,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36556678,Lost
ZIEGLER,54174818,zieglergroup.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54174818,Abandoned
Clarebout Potatoes nv,55407744,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/55407744,Open
A.J. van den Hul B.V.,32198702,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/32198702,Lost
Dylangroup b.v.,19159529,dylangroup.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/19159529,Abandoned
DARK®,50475787,dark.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50475787,Open
DDS Electronics,11138531,ddselectronics.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11138531,Lost
B & S group,55267264,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/55267264,Open
Xpeng Motors (Netherlands) B.V.,58427967,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/58427967,Open
Buhlmann NV,55804648,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55804648,Abandoned
Epic Brands,37334736,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37334736,Open
MonShoe Fashion B.V.,48960188,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48960188,Open
De Witte Lietaer International Textiles,43090359,dwl.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/43090359,Abandoned
hieu,23636003,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23636003,Abandoned
Weka boxcoolers b.v.,19321497,ekaboxcoolers.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/19321497,Abandoned
witlof for kids,13562737,itlofforkids.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13562737,Lost
Greenwatch / Creature woodproduct,22265336,greenwatch.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22265336,Abandoned
MEDICOR MEDICAL SUPPLIES,43713051,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/43713051,Open
MURATA ELECTRONICS EUROPE B.V.,50258449,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/50258449,Abandoned
Klerx en zonen bv,14996728,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/14996728,Lost
nnrgy.com,16176903,nnrgy.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/16176903,Lost
"Bailey, Electric & Electronics",21637376,bailey.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/21637376,Won
Skyplant import & export,54514693,ford@skyplant.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54514693,Won
Plascoat Europe B.V.,26515013,plascoat.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26515013,Open
Cheflink Seafood,55407242,https://cheflinkseafood.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55407242,Open
Sofis Valve Operation,51132646,sofisglobal.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/51132646,Open
Lednlux,39252117,lednlux.be,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39252117,Won
CEI Conrad Electronic International (HK),36479765,cei-hk.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36479765,Open
UE Systems Europe B.V.,50241230,eusystems.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50241230,Open
JK-Nederland,40982483,jk-nederland.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40982483,Open
Madison B.V.,26587300,madison.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26587300,Open
Prof Praxis NV,52598315,prof-praxis.com,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52598315,Won
bakker handicrafts,13438081,bakkerhandicrafts.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13438081,Abandoned
Radio Holland Netherlands B.V.,49241762,radioholland.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49241762,Open
Tradecc NV,55754991,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55754991,Open
ZED Logistics BV,56833956,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56833956,Abandoned
PVG Holding B.V.,18034440,pvg.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/18034440,Open
Re-In Retail International GmbH,39279893,re-in.de,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39279893,Open
Samsung Electronics Benelux B.V.,49883140,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49883140,Open
Smepro International B.V.,34074897,mepro.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34074897,Lost
Oriental Group,25634668,orientalonline.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/25634668,Lost
Smart Packaging Solutions,54870043,smart-packaging-solutions.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54870043,Abandoned
Unknown,22250778,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22250778,Abandoned
Ravago Chemicals B.V.,54267782,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54267782,Open
Natec Sunnery,49478235,natec.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49478235,Open
Southern Shores GmbH,57769907,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57769907,Open
Difuzed,31275840,difuzed.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/31275840,Open
Malleo BV,57185234,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57185234,Open
Super Micro Computer b.v.,24108663,supermicro.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/24108663,Abandoned
Piedro International B.V.,25170249,piedro.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/25170249,Lost
Jamani Group B.V.,46568334,dekbed-discounter.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46568334,Won
symbiotic foods,57623942,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57623942,Open
Evadam NV,57133987,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57133987,Open
Mak aandrijvingen B.V.,37324254,mak.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37324254,Open
Bonesca,13098621,bonesca.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/13098621,Open
Vermarc Sport,39599312,vermarcsport.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/39599312,Abandoned
Flocart NV,54248179,flocart.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54248179,Abandoned
Bastion Collections,30378503,bastioncollections.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30378503,Lost
LED Technology Dutch Design B.V.,49916051,luums.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49916051,Abandoned
Ned coffee,21645034,nedcoffee.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/21645034,Abandoned
AGM,20583560,agm.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/20583560,Abandoned
Brugman Radiatorenfabriek B.V.,48929718,brugman.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48929718,Open
Gouach,58534428,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/58534428,Open
Interjute B.V.,38563146,interjute.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38563146,Lost
Nedis group b.v.,37410937,nedis.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37410937,Open
Legamaster International B.V.,24603623,legamaster.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/24603623,Open
B.K. Company,54632564,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54632564,Open
Group Thys,57266945,groupthys.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57266945,Won
Wasco Group B.V.,40047953,asco.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40047953,Abandoned
GRAPA Varieties Ltd,57787274,grapaes.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57787274,Open
TBMA Europe,27463192,tbma.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/27463192,Lost
Integrated Sports B.V.,30988246,integratedsports.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30988246,Abandoned
Maxfurn B.V.,20577841,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/20577841,Abandoned
Combimac B.V.,47316230,combimac.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47316230,Open
Georg Fischer Waga B.V.,46901787,georgfischer.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46901787,Abandoned
Inter-Sprint Banden b.v.,11292509,inter-sprint.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/11292509,Open
Jan Smulders Triplex Import B.V.,33792760,jansmulderstriplex.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33792760,Open
Anema Trucks & Spare Parts,42852560,anema.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/42852560,Abandoned
Total Produce B.V.,54838341,totalproduce.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54838341,Abandoned
Fresenius Hemocare Netherlands B.V.,47244020,fresenius-kabi.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47244020,Abandoned
The Bourgini Company BV,47280940,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47280940,Won
Van Oostveen Medical,42925919,romed.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/42925919,Won
Tierlantijn,13276811,tierlantijn.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13276811,Lost
Fertiplant B.V.,54514719,shop.fertiplant.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54514719,Open
Synthesis B.V.,33443228,ynthesisbv.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33443228,Lost
Risor furniture,50811691,risorfurniture.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/50811691,Abandoned
Helmers Accommodation & Interior b.v.,18460816,helmers.eu,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/18460816,Lost
Bausch+Lomb OPS B.V.,39223616,bausch.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39223616,Abandoned
MediCapital Rent B.V.,47141009,medicapitalrent.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47141009,Lost
Tuyu,13562598,tuyu.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13562598,Lost
Altex,37372945,altex.be/nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37372945,Lost
Radio Holland Netherlands B.V.,49241762,radioholland.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49241762,Lost
UrbanSofa B.V.,29861633,urbansofa.nl,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/29861633,Abandoned
Maxibel,52260062,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52260062,Abandoned
PJ Dave Flowers,57623946,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57623946,Abandoned
Verhoeven Grondverzetmachines B.V.,38674974,verhoevenbv.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38674974,Open
GFS International,56395079,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/56395079,Abandoned
FFT International B.V.,22250737,fftint.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22250737,Abandoned
De Cock Optiek,37632485,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37632485,Lost
Paardekooper Group,40078608,paardekooper.nl/nl_NL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/40078608,Abandoned
Kenbri Fire Fighting B.V.,27283248,kenbri.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/27283248,Lost
Speelactief vof,14032300,peelactief.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/14032300,Won
ALMED ASSEMBLING,30378140,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30378140,Lost
ATS All Tape Supplies B.V.,32198921,alltape.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/32198921,Open
Aras Security B.V.,34534715,aras.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34534715,Won
Staad Groep,53434849,staad-groep.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53434849,Open
S.I Zwartz b.v.,44321520,zwartz.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44321520,Lost
SABCA,52862408,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52862408,Open
Flower Force B.V.,51070134,flowerforce.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/51070134,Open
Wilgengroep,13694960,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13694960,Lost
Sportshopdomburg,13232930,portshopdomburg.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13232930,Lost
De Jong Gorredijk B.V.,44592364,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44592364,Open
Combet Valves BV (Valfacts B.V.),21596699,valfacts.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/21596699,Abandoned
Edel Fashion b.v.,16816781,edelfashion.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/16816781,Abandoned
Woodlife,13562782,oodlife-flooring.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13562782,Lost
Forassport,13110852,forassport.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13110852,Lost
Buitink Zeilmakerij Duiven B.V.,40116289,buitink-technology.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/40116289,Abandoned
Jellice Pioneer Europe B.V.,46779016,jellice.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46779016,Open
Pacific trade works,58034991,pacifictradeworks.com ,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/58034991,Open
Greenwatch / Creature woodproduct,22265336,greenwatch.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22265336,Abandoned
Xelashop GmbH,39280175,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39280175,Open
Tierra Outdoor B.V.,49653326,tierraoutdoor.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49653326,Open
Stone NV,53892476,stone.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53892476,Abandoned
Cormorant Commodities,28261821,cormorantcommodities.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/28261821,Abandoned
BVP Group,24877006,blaublock.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/24877006,Abandoned
AKROH Industries B.V.,49647053,akroh.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49647053,Open
hebovandijk b.v.,30619873,hebovandijk.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/30619873,Open
salucea,13233608,alucea.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233608,Lost
Zocon B.V.,49537857,zocon.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49537857,Abandoned
Molco Car Parts B.V.,51618767,molco.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51618767,Open
Jomo Fashion B.V.,24684809,jomofashion.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/24684809,Abandoned
VB Greenhouse,56099471,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56099471,Open
Apparatenfabriek Aalsmeer B.V.,27910166,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27910166,Lost
Inpa Parketvloeren B.V.,20032990,en-gb.facebook.com/INPA-Woonwinkel-453205848072874/abou,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/20032990,Lost
Nicor International Holland BV,11544831,nicor.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11544831,Lost
Worldpack Trading B.V.,35197883,orldpack.eu,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/35197883,Won
Malu NV,54279728,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54279728,Open
Apex Tool Group B.V.,48822653,apextoolgroup.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48822653,Lost
TSE Imaging B.V.,32248996,tokina.eu,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/32248996,Won
Gave specials b.v.,22246119,childerijenbestellen.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22246119,Open
Remmers Safes B.V.,32004340,bkbrandkasten.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/32004340,Abandoned
Kovax Europe B.V.,46973451,kovax.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46973451,Open
Nemag B.V.,28741565,nemag.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28741565,Abandoned
T&M NEDERLAND,46517263,textilesandmore.eu,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46517263,Won
Jacobs Douwe Egberts b.v.,49279020,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49279020,Open
Trans-it Benelux B.V.,57451621,transit-dk.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57451621,Open
IMPCO Technologies B.V.,14900102,impco.eu,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/14900102,Abandoned
Passa Sports Europe B.V.,50174931,passasports.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/50174931,Lost
Sharewell HDD B.V.,50284477,sharewellhdd.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50284477,Won
ADO Interieurtextiel B.V.,13233362,ado.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233362,Abandoned
Latexco,44077696,agoria.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44077696,Open
TCR Plastics B.V.,26492230,tcrplastics.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26492230,Abandoned
Wave Kitchen Products,34285999,avekitchenproducts.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34285999,Lost
Two Trade,13231852,two-trade.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13231852,Lost
Pockies,54394879,eu.pockies.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54394879,Open
Libbey,45211581,libbey.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/45211581,Open
Royal Ingredients Group B.V.,50845822,royal-ingredients.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50845822,Open
Safety Masters,31028144,afetymasters.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/31028144,Lost
Zenner nieuw-vennep b.v.,36260995,zenner.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36260995,Open
Green metals,27235181,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27235181,Abandoned
Kinkelder BV,45072121,kinkelder.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/45072121,Open
Unilux,47048595,unilux.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47048595,Open
D.R.I. Rubber,17720266,deruijterinternational.eu,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/17720266,Won
De Keyser Thornton,57775534,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57775534,Open
Bonesca,13098621,bonesca.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/13098621,Abandoned
The Building Agency,56609368,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56609368,Won
ESCOLIT,55722800,escolit.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/55722800,Open
Hudson-Sharp Machine Company BVBA,52808356,hudsonsharp.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52808356,Open
Accell Group Nederland b.v.,31609966,accell-group.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/31609966,Open
Old Inn Wonen B.V.,52259777,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52259777,Open
Ridder Drive Systems B.V.,26732937,ridder.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26732937,Lost
Western airconditioning,15002093,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/15002093,Abandoned
1-2-Taste Global,51824747,12taste.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51824747,Abandoned
Global Bricks International BV,56935837,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56935837,Lost
Maarten van der deijl,22250756,maartenmarlies.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22250756,Abandoned
Smart Clinical Products B.V.,40173288,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40173288,Lost
REHAMIJ NEDERLAND B.V.,30480863,rehamij.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30480863,Lost
BVB Substrates B.V.,28206202,bvb-substrates.nl,5 - On-boarding (S+CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28206202,Open
Forbo Novilon B.V.,50696164,forbo.com/flooring/nl-nl/over-ons/peqb0a,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50696164,Open
